"country","year","UNSD_treat","UNSD_con"
"Sweden",2008,-9999,-9999
"Sweden",2009,-9999,-9999
"Switzerland",1990,90,-8888
"Switzerland",1995,94,94
"Switzerland",1996,-9999,-9999
"Switzerland",1997,95,95
"Switzerland",1998,96,96
"Switzerland",1999,96,96
"Switzerland",2000,96,96
"Switzerland",2001,96,96
"Switzerland",2002,96,96
"Switzerland",2003,-9999,-9999
"Switzerland",2004,96.7,96.7
"Switzerland",2005,97,97
"Switzerland",2006,-9999,-9999
"Switzerland",2007,-9999,-9999
"Switzerland",2008,-9999,-9999
"Switzerland",2009,-9999,-9999
"Syria",1990,-9999,-9999
"Syria",1995,-9999,-9999
"Syria",1996,-9999,-9999
"Syria",1997,-9999,-9999
"Syria",1998,-9999,-9999
"Syria",1999,-9999,-9999
"Syria",2000,-9999,-9999
"Syria",2001,-9999,-9999
"Syria",2002,-9999,-9999
"Syria",2003,-9999,-9999
"Syria",2004,-9999,-9999
"Syria",2005,-9999,-9999
"Syria",2006,-9999,-9999
"Syria",2007,-9999,-9999
"Syria",2008,-9999,-9999
"Syria",2009,-9999,-9999
"Taiwan",1990,-9999,-9999
"Taiwan",1995,-9999,-9999
"Taiwan",1996,-9999,-9999
"Taiwan",1997,-9999,-9999
"Taiwan",1998,-9999,-9999
"Taiwan",1999,-9999,-9999
"Taiwan",2000,-9999,-9999
"Taiwan",2001,-9999,-9999
"Taiwan",2002,-9999,-9999
"Taiwan",2003,-9999,-9999
"Taiwan",2004,-9999,-9999
"Taiwan",2005,-9999,-9999
"Taiwan",2006,-9999,-9999
"Taiwan",2007,-9999,-9999
"Taiwan",2008,-9999,-9999
"Taiwan",2009,-9999,-9999
"Tajikistan",1990,-9999,-9999
"Tajikistan",1995,-9999,-9999
"Tajikistan",1996,-9999,-9999
"Tajikistan",1997,-9999,-9999
"Tajikistan",1998,-9999,-9999
"Tajikistan",1999,-9999,-9999
"Tajikistan",2000,-9999,-9999
"Tajikistan",2001,-9999,-9999
"Tajikistan",2002,-9999,-9999
"Tajikistan",2003,-9999,-9999
"Tajikistan",2004,-9999,-9999
"Tajikistan",2005,-9999,-9999
"Tajikistan",2006,-9999,-9999
"Tajikistan",2007,-9999,-9999
"Tajikistan",2008,-9999,-9999
"Tajikistan",2009,-9999,-9999
"Tanzania",1990,-9999,-9999
"Tanzania",1995,-9999,-9999
"Tanzania",1996,-9999,-9999
"Tanzania",1997,-9999,-9999
"Tanzania",1998,-9999,-9999
"Tanzania",1999,-9999,-9999
"Tanzania",2000,-9999,-9999
"Tanzania",2001,-9999,-9999
"Tanzania",2002,-9999,-9999
"Tanzania",2003,-9999,-9999
"Tanzania",2004,-9999,-9999
"Tanzania",2005,-9999,-9999
"Tanzania",2006,-9999,-9999
"Tanzania",2007,-9999,-9999
"Tanzania",2008,-9999,-9999
"Tanzania",2009,-9999,-9999
"Thailand",1990,-9999,-9999
"Thailand",1995,-9999,-9999
"Thailand",1996,-9999,-9999
"Thailand",1997,-9999,-9999
"Thailand",1998,-9999,-9999
"Thailand",1999,-9999,-9999
"Thailand",2000,-9999,-9999
"Thailand",2001,-9999,-9999
"Thailand",2002,-9999,-9999
"Thailand",2003,-9999,-9999
"Thailand",2004,-9999,-9999
"Thailand",2005,-9999,-9999
"Thailand",2006,-9999,-9999
"Thailand",2007,-9999,-9999
"Thailand",2008,-9999,-9999
"Thailand",2009,-9999,-9999
"Timor-Leste",1990,-9999,-9999
"Timor-Leste",1995,-9999,-9999
"Timor-Leste",1996,-9999,-9999
"Timor-Leste",1997,-9999,-9999
"Timor-Leste",1998,-9999,-9999
"Timor-Leste",1999,-9999,-9999
"Timor-Leste",2000,-9999,-9999
"Timor-Leste",2001,-9999,-9999
"Timor-Leste",2002,-9999,-9999
"Timor-Leste",2003,-9999,-9999
"Timor-Leste",2004,-9999,-9999
"Timor-Leste",2005,-9999,-9999
"Timor-Leste",2006,-9999,-9999
"Timor-Leste",2007,-9999,-9999
"Timor-Leste",2008,-9999,-9999
"Timor-Leste",2009,-9999,-9999
"Togo",1990,-9999,-9999
"Togo",1995,-9999,-9999
"Togo",1996,-9999,-9999
"Togo",1997,-9999,-9999
"Togo",1998,-9999,-9999
"Togo",1999,-9999,-9999
"Togo",2000,-9999,-9999
"Togo",2001,-9999,-9999
"Togo",2002,-9999,-9999
"Togo",2003,-9999,-9999
"Togo",2004,-9999,-9999
"Togo",2005,-9999,-9999
"Togo",2006,-9999,-9999
"Togo",2007,-9999,-9999
"Togo",2008,-9999,-9999
"Togo",2009,-9999,-9999
"Tokelau",1990,-9999,-9999
"Tokelau",1995,-9999,-9999
"Tokelau",1996,-9999,-9999
"Tokelau",1997,-9999,-9999
"Tokelau",1998,-9999,-9999
"Tokelau",1999,-9999,-9999
"Tokelau",2000,-9999,-9999
"Tokelau",2001,-9999,-9999
"Tokelau",2002,-9999,-9999
"Tokelau",2003,-9999,-9999
"Tokelau",2004,-9999,-9999
"Tokelau",2005,-9999,-9999
"Tokelau",2006,-9999,-9999
"Tokelau",2007,-9999,-9999
"Tokelau",2008,-9999,-9999
"Tokelau",2009,-9999,-9999
"Tonga",1990,-9999,-9999
"Tonga",1995,-9999,-9999
"Tonga",1996,-9999,-9999
"Tonga",1997,-9999,-9999
"Tonga",1998,-9999,-9999
"Tonga",1999,-9999,-9999
"Tonga",2000,-9999,-9999
"Tonga",2001,-9999,-9999
"Tonga",2002,-9999,-9999
"Tonga",2003,-9999,-9999
"Tonga",2004,-9999,-9999
"Tonga",2005,-9999,-9999
"Tonga",2006,-9999,-9999
"Tonga",2007,-9999,-9999
"Tonga",2008,-9999,-9999
"Tonga",2009,-9999,-9999
"Trinidad and Tobago",1990,-9999,-9999
"Trinidad and Tobago",1995,-9999,-9999
"Trinidad and Tobago",1996,-9999,-9999
"Trinidad and Tobago",1997,-9999,-9999
"Trinidad and Tobago",1998,-9999,-9999
"Trinidad and Tobago",1999,-9999,-9999
"Trinidad and Tobago",2000,-9999,-9999
"Trinidad and Tobago",2001,20,20
"Trinidad and Tobago",2002,20,20
"Trinidad and Tobago",2003,20,20
"Trinidad and Tobago",2004,30,30
"Trinidad and Tobago",2005,20,20
"Trinidad and Tobago",2006,25.2,25.2
"Trinidad and Tobago",2007,25.2,25.2
"Trinidad and Tobago",2008,-9999,-9999
"Trinidad and Tobago",2009,-9999,-9999
"Tunisia",1990,9.1,26.3
"Tunisia",1995,20,36.2
"Tunisia",1996,-9999,-9999
"Tunisia",1997,-9999,-9999
"Tunisia",1998,-9999,-9999
"Tunisia",1999,34.1,42.7
"Tunisia",2000,36.7,44.1
"Tunisia",2001,38.7,45
"Tunisia",2002,41.9,47.7
"Tunisia",2003,44.9,50.5
"Tunisia",2004,46.8,52.6
"Tunisia",2005,48.4,53.9
"Tunisia",2006,51.2,54.7
"Tunisia",2007,51.8,55.3
"Tunisia",2008,52.5,55.9
"Tunisia",2009,-9999,-9999
"Turkey",1990,-9999,-9999
"Turkey",1995,9,54
"Turkey",1996,10,55
"Turkey",1997,14,58
"Turkey",1998,17,59
"Turkey",1999,23,60
"Turkey",2000,26,62
"Turkey",2001,27,63
"Turkey",2002,28,65
"Turkey",2003,30,67
"Turkey",2004,36,68
"Turkey",2005,36,71
"Turkey",2006,42,72
"Turkey",2007,-9999,-9999
"Turkey",2008,46,73
"Turkey",2009,-9999,-9999
"Turkmenistan",1990,-9999,-9999
"Turkmenistan",1995,-9999,-9999
"Turkmenistan",1996,-9999,-9999
"Turkmenistan",1997,-9999,-9999
"Turkmenistan",1998,-9999,-9999
"Turkmenistan",1999,-9999,-9999
"Turkmenistan",2000,-9999,-9999
"Turkmenistan",2001,-9999,-9999
"Turkmenistan",2002,-9999,-9999
"Turkmenistan",2003,-9999,-9999
"Turkmenistan",2004,-9999,-9999
"Turkmenistan",2005,-9999,-9999
"Turkmenistan",2006,-9999,-9999
"Turkmenistan",2007,-9999,-9999
"Turkmenistan",2008,-9999,-9999
"Turkmenistan",2009,-9999,-9999
"Turks and Caicos Islands",1990,-9999,-9999
"Turks and Caicos Islands",1995,-9999,-9999
"Turks and Caicos Islands",1996,-9999,-9999
"Turks and Caicos Islands",1997,-9999,-9999
"Turks and Caicos Islands",1998,-9999,-9999
"Turks and Caicos Islands",1999,-9999,-9999
"Turks and Caicos Islands",2000,-9999,-9999
"Turks and Caicos Islands",2001,-9999,-9999
"Turks and Caicos Islands",2002,-9999,-9999
"Turks and Caicos Islands",2003,-9999,-9999
"Turks and Caicos Islands",2004,-9999,-9999
"Turks and Caicos Islands",2005,-9999,-9999
"Turks and Caicos Islands",2006,-9999,-9999
"Turks and Caicos Islands",2007,-9999,-9999
"Turks and Caicos Islands",2008,-9999,-9999
"Turks and Caicos Islands",2009,-9999,-9999
"Tuvalu",1990,-9999,-9999
"Tuvalu",1995,-9999,-9999
"Tuvalu",1996,-9999,-9999
"Tuvalu",1997,-9999,-9999
"Tuvalu",1998,-9999,-9999
"Tuvalu",1999,-9999,-9999
"Tuvalu",2000,-9999,-9999
"Tuvalu",2001,-9999,-9999
"Tuvalu",2002,-9999,-9999
"Tuvalu",2003,-9999,-9999
"Tuvalu",2004,-9999,-9999
"Tuvalu",2005,-9999,-9999
"Tuvalu",2006,-9999,-9999
"Tuvalu",2007,-9999,-9999
"Tuvalu",2008,-9999,-9999
"Tuvalu",2009,-9999,-9999
"Uganda",1990,-9999,-9999
"Uganda",1995,-9999,-9999
"Uganda",1996,-9999,-9999
"Uganda",1997,-9999,-9999
"Uganda",1998,-9999,-9999
"Uganda",1999,-9999,-9999
"Uganda",2000,-9999,-9999
"Uganda",2001,-8888,10
"Uganda",2002,-8888,10
"Uganda",2003,-8888,9
"Uganda",2004,-8888,8
"Uganda",2005,-8888,8
"Uganda",2006,-8888,7
"Uganda",2007,-8888,6
"Uganda",2008,-8888,6
"Uganda",2009,-8888,6
"Ukraine",1990,-9999,-9999
"Ukraine",1995,-9999,-9999
"Ukraine",1996,-9999,-9999
"Ukraine",1997,-9999,-9999
"Ukraine",1998,-9999,-9999
"Ukraine",1999,-9999,-9999
"Ukraine",2000,-9999,-9999
"Ukraine",2001,-9999,-9999
"Ukraine",2002,-9999,-9999
"Ukraine",2003,-9999,-9999
"Ukraine",2004,-9999,-9999
"Ukraine",2005,-9999,-9999
"Ukraine",2006,-9999,-9999
"Ukraine",2007,-9999,-9999
"Ukraine",2008,-9999,-9999
"Ukraine",2009,-9999,-9999
"United Arab Emirates",1990,-9999,-9999
"United Arab Emirates",1995,-9999,-9999
"United Arab Emirates",1996,-9999,-9999
"United Arab Emirates",1997,-9999,-9999
"United Arab Emirates",1998,-9999,-9999
"United Arab Emirates",1999,-9999,-9999
"United Arab Emirates",2000,-9999,-9999
"United Arab Emirates",2001,-9999,-9999
"United Arab Emirates",2002,-9999,-9999
"United Arab Emirates",2003,-9999,-9999
"United Arab Emirates",2004,-9999,-9999
"United Arab Emirates",2005,-9999,-9999
"United Arab Emirates",2006,-9999,-9999
"United Arab Emirates",2007,78.3,78.3
"United Arab Emirates",2008,-9999,-9999
"United Arab Emirates",2009,-9999,-9999
"United Kingdom",1990,-9999,-9999
"United Kingdom",1995,-9999,-9999
"United Kingdom",1996,-9999,-9999
"United Kingdom",1997,-9999,-9999
"United Kingdom",1998,-9999,-9999
"United Kingdom",1999,-9999,-9999
"United Kingdom",2000,-9999,-9999
"United Kingdom",2001,-9999,-9999
"United Kingdom",2002,97.5,97.7
"United Kingdom",2003,-9999,-9999
"United Kingdom",2004,-9999,-9999
"United Kingdom",2005,-9999,-9999
"United Kingdom",2006,-9999,-9999
"United Kingdom",2007,-9999,-9999
"United Kingdom",2008,-9999,-9999
"United Kingdom",2009,-9999,-9999
"United States of America",1990,-8888,70.8
"United States of America",1995,-9999,-9999
"United States of America",1996,-8888,71.4
"United States of America",1997,-9999,-9999
"United States of America",1998,-9999,-9999
"United States of America",1999,-9999,-9999
"United States of America",2000,-9999,-9999
"United States of America",2001,-9999,-9999
"United States of America",2002,-9999,-9999
"United States of America",2003,-9999,-9999
"United States of America",2004,-9999,-9999
"United States of America",2005,-9999,-9999
"United States of America",2006,-9999,-9999
"United States of America",2007,-9999,-9999
"United States of America",2008,-9999,-9999
"United States of America",2009,-9999,-9999
"United States Virgin Islands",1990,-9999,-9999
"United States Virgin Islands",1995,-9999,-9999
"United States Virgin Islands",1996,-9999,-9999
"United States Virgin Islands",1997,-9999,-9999
"United States Virgin Islands",1998,-9999,-9999
"United States Virgin Islands",1999,-9999,-9999
"United States Virgin Islands",2000,-9999,-9999
"United States Virgin Islands",2001,-9999,-9999
"United States Virgin Islands",2002,-9999,-9999
"United States Virgin Islands",2003,-9999,-9999
"United States Virgin Islands",2004,-9999,-9999
"United States Virgin Islands",2005,-9999,-9999
"United States Virgin Islands",2006,-9999,-9999
"United States Virgin Islands",2007,-9999,-9999
"United States Virgin Islands",2008,-9999,-9999
"United States Virgin Islands",2009,-9999,-9999
"Uruguay",1990,-9999,-9999
"Uruguay",1995,-9999,-9999
"Uruguay",1996,-9999,-9999
"Uruguay",1997,-9999,-9999
"Uruguay",1998,-9999,-9999
"Uruguay",1999,-9999,-9999
"Uruguay",2000,-9999,-9999
"Uruguay",2001,-9999,-9999
"Uruguay",2002,-9999,-9999
"Uruguay",2003,-9999,-9999
"Uruguay",2004,-9999,-9999
"Uruguay",2005,-9999,-9999
"Uruguay",2006,-9999,-9999
"Uruguay",2007,-9999,-9999
"Uruguay",2008,-9999,-9999
"Uruguay",2009,-9999,-9999
"Uzbekistan",1990,-9999,-9999
"Uzbekistan",1995,-9999,-9999
"Uzbekistan",1996,-9999,-9999
"Uzbekistan",1997,-9999,-9999
"Uzbekistan",1998,-9999,-9999
"Uzbekistan",1999,-9999,-9999
"Uzbekistan",2000,-9999,-9999
"Uzbekistan",2001,-9999,-9999
"Uzbekistan",2002,-9999,-9999
"Uzbekistan",2003,-9999,-9999
"Uzbekistan",2004,-9999,-9999
"Uzbekistan",2005,-9999,-9999
"Uzbekistan",2006,-9999,-9999
"Uzbekistan",2007,-9999,-9999
"Uzbekistan",2008,-9999,-9999
"Uzbekistan",2009,-9999,-9999
"Vanuatu",1990,-9999,-9999
"Vanuatu",1995,-9999,-9999
"Vanuatu",1996,-9999,-9999
"Vanuatu",1997,-9999,-9999
"Vanuatu",1998,-9999,-9999
"Vanuatu",1999,-9999,-9999
"Vanuatu",2000,-9999,-9999
"Vanuatu",2001,-9999,-9999
"Vanuatu",2002,-9999,-9999
"Vanuatu",2003,-9999,-9999
"Vanuatu",2004,-9999,-9999
"Vanuatu",2005,-9999,-9999
"Vanuatu",2006,-9999,-9999
"Vanuatu",2007,-9999,-9999
"Vanuatu",2008,-9999,-9999
"Vanuatu",2009,-9999,-9999
"Venezuela",1990,-9999,-9999
"Venezuela",1995,-9999,-9999
"Venezuela",1996,-9999,-9999
"Venezuela",1997,-9999,-9999
"Venezuela",1998,-9999,-9999
"Venezuela",1999,-9999,-9999
"Venezuela",2000,20.2,70.1
"Venezuela",2001,20.6,71.3
"Venezuela",2002,20.9,73.7
"Venezuela",2003,21.1,74.7
"Venezuela",2004,21.3,75.9
"Venezuela",2005,21.7,81.2
"Venezuela",2006,21.9,82.6
"Venezuela",2007,22,83.3
"Venezuela",2008,22.3,85.5
"Venezuela",2009,23.8,86
"Viet Nam",1990,-9999,-9999
"Viet Nam",1995,-9999,-9999
"Viet Nam",1996,-9999,-9999
"Viet Nam",1997,-9999,-9999
"Viet Nam",1998,-9999,-9999
"Viet Nam",1999,-9999,-9999
"Viet Nam",2000,-9999,-9999
"Viet Nam",2001,-9999,-9999
"Viet Nam",2002,-9999,-9999
"Viet Nam",2003,-9999,-9999
"Viet Nam",2004,-9999,-9999
"Viet Nam",2005,-9999,-9999
"Viet Nam",2006,-9999,-9999
"Viet Nam",2007,-9999,-9999
"Viet Nam",2008,-9999,-9999
"Viet Nam",2009,-9999,-9999
"Wallis and Futuna Islands",1990,-9999,-9999
"Wallis and Futuna Islands",1995,-9999,-9999
"Wallis and Futuna Islands",1996,-9999,-9999
"Wallis and Futuna Islands",1997,-9999,-9999
"Wallis and Futuna Islands",1998,-9999,-9999
"Wallis and Futuna Islands",1999,-9999,-9999
"Wallis and Futuna Islands",2000,-9999,-9999
"Wallis and Futuna Islands",2001,-9999,-9999
"Wallis and Futuna Islands",2002,-9999,-9999
"Wallis and Futuna Islands",2003,-9999,-9999
"Wallis and Futuna Islands",2004,-9999,-9999
"Wallis and Futuna Islands",2005,-9999,-9999
"Wallis and Futuna Islands",2006,-9999,-9999
"Wallis and Futuna Islands",2007,-9999,-9999
"Wallis and Futuna Islands",2008,-9999,-9999
"Wallis and Futuna Islands",2009,-9999,-9999
"Western Sahara",1990,-9999,-9999
"Western Sahara",1995,-9999,-9999
"Western Sahara",1996,-9999,-9999
"Western Sahara",1997,-9999,-9999
"Western Sahara",1998,-9999,-9999
"Western Sahara",1999,-9999,-9999
"Western Sahara",2000,-9999,-9999
"Western Sahara",2001,-9999,-9999
"Western Sahara",2002,-9999,-9999
"Western Sahara",2003,-9999,-9999
"Western Sahara",2004,-9999,-9999
"Western Sahara",2005,-9999,-9999
"Western Sahara",2006,-9999,-9999
"Western Sahara",2007,-9999,-9999
"Western Sahara",2008,-9999,-9999
"Western Sahara",2009,-9999,-9999
"Yemen",1990,-9999,-9999
"Yemen",1995,-9999,-9999
"Yemen",1996,-9999,-9999
"Yemen",1997,-9999,-9999
"Yemen",1998,-9999,-9999
"Yemen",1999,3.3,23.7
"Yemen",2000,-8888,24.3
"Yemen",2001,-8888,24.5
"Yemen",2002,-8888,26.6
"Yemen",2003,-8888,27
"Yemen",2004,-8888,27.2
"Yemen",2005,-8888,29.6
"Yemen",2006,-8888,31
"Yemen",2007,-8888,33.2
"Yemen",2008,-8888,34.9
"Yemen",2009,-8888,34.7
"Zambia",1990,-9999,-9999
"Zambia",1995,-9999,-9999
"Zambia",1996,-9999,-9999
"Zambia",1997,-9999,-9999
"Zambia",1998,-9999,-9999
"Zambia",1999,-9999,-9999
"Zambia",2000,-9999,-9999
"Zambia",2001,-9999,-9999
"Zambia",2002,-9999,-9999
"Zambia",2003,-9999,-9999
"Zambia",2004,-9999,-9999
"Zambia",2005,-9999,-9999
"Zambia",2006,-9999,-9999
"Zambia",2007,-9999,-9999
"Zambia",2008,-9999,-9999
"Zambia",2009,-9999,-9999
"Zimbabwe",1990,-9999,-9999
"Zimbabwe",1995,-9999,-9999
"Zimbabwe",1996,-9999,-9999
"Zimbabwe",1997,-9999,-9999
"Zimbabwe",1998,-9999,-9999
"Zimbabwe",1999,-9999,-9999
"Zimbabwe",2000,-9999,-9999
"Zimbabwe",2001,-9999,-9999
"Zimbabwe",2002,-9999,-9999
"Zimbabwe",2003,-9999,-9999
"Zimbabwe",2004,-9999,-9999
"Zimbabwe",2005,-9999,-9999
"Zimbabwe",2006,-9999,-9999
"Zimbabwe",2007,-9999,-9999
"Zimbabwe",2008,-9999,-9999
"Zimbabwe",2009,-9999,-9999
